UserId,Email,Gender,BirthDate,MaritalStatus,TotalChildren
YBI1018,YBI1018@ybifoundation.ybif,Female,18-05-1966,Single,5
YBI1019,YBI1019@ybifoundation.ybif,Female,15-02-1966,Married,5
YBI1020,YBI1020@ybifoundation.ybif,Female,20-09-1969,Married,2
YBI1021,YBI1021@ybifoundation.ybif,Female,08-06-1969,Married,5
YBI1022,YBI1022@ybifoundation.ybif,Female,02-11-1969,Married,5
YBI1023,YBI1023@ybifoundation.ybif,Female,15-01-1969,Married,3
YBI1024,YBI1024@ybifoundation.ybif,Male,24-11-1969,Married,3
YBI1025,YBI1025@ybifoundation.ybif,Female,05-04-1965,Single,0
YBI1026,YBI1026@ybifoundation.ybif,Male,23-07-1965,Married,3
YBI1027,YBI1027@ybifoundation.ybif,Male,25-10-1965,Single,3
YBI1028,YBI1028@ybifoundation.ybif,Male,19-06-1965,Single,3
YBI1029,YBI1029@ybifoundation.ybif,Male,27-04-1965,Married,3
YBI1030,YBI1030@ybifoundation.ybif,Female,09-08-1965,Single,3
YBI1031,YBI1031@ybifoundation.ybif,Male,09-02-1965,Single,3
YBI1032,YBI1032@ybifoundation.ybif,Male,25-07-1965,Single,0
YBI1033,YBI1033@ybifoundation.ybif,Male,17-05-1965,Married,0
YBI1034,YBI1034@ybifoundation.ybif,Male,16-03-1964,Married,0
YBI1035,YBI1035@ybifoundation.ybif,Male,04-10-1964,Single,4
YBI1036,YBI1036@ybifoundation.ybif,Female,11-11-1964,Single,4
YBI1037,YBI1037@ybifoundation.ybif,Female,08-04-1964,Single,4
YBI1038,YBI1038@ybifoundation.ybif,Female,18-08-1924,Single,2
YBI1039,YBI1039@ybifoundation.ybif,Female,15-06-1964,Single,4
YBI1040,YBI1040@ybifoundation.ybif,Female,01-12-1964,Single,4
YBI1041,YBI1041@ybifoundation.ybif,Male,28-02-1964,Married,4
YBI1042,YBI1042@ybifoundation.ybif,Female,13-09-1964,Single,4
YBI1043,YBI1043@ybifoundation.ybif,Female,23-03-1964,Single,4
YBI1044,YBI1044@ybifoundation.ybif,Female,08-09-1963,Single,4
YBI1045,YBI1045@ybifoundation.ybif,Male,25-10-1963,Single,4
YBI1046,YBI1046@ybifoundation.ybif,Female,18-11-1968,Single,0
YBI1047,YBI1047@ybifoundation.ybif,Male,18-04-1968,Single,2
YBI1048,YBI1048@ybifoundation.ybif,Male,13-08-1963,Married,4
YBI1049,YBI1049@ybifoundation.ybif,Male,17-08-1963,Married,3
YBI1050,YBI1050@ybifoundation.ybif,Female,12-03-1963,Single,3
YBI1051,YBI1051@ybifoundation.ybif,Male,07-12-1962,Married,3
YBI1052,YBI1052@ybifoundation.ybif,Female,09-01-1962,Married,1
YBI1053,YBI1053@ybifoundation.ybif,Female,24-04-1962,Married,1
YBI1054,YBI1054@ybifoundation.ybif,Female,15-09-1961,Single,4
YBI1055,YBI1055@ybifoundation.ybif,Female,11-10-1961,Married,1
YBI1056,YBI1056@ybifoundation.ybif,Female,06-09-1961,Married,1
YBI1057,YBI1057@ybifoundation.ybif,Female,06-02-1961,Married,1
YBI1058,YBI1058@ybifoundation.ybif,Male,02-07-1961,Married,1
YBI1059,YBI1059@ybifoundation.ybif,Male,24-04-1960,Married,4
YBI1060,YBI1060@ybifoundation.ybif,Female,04-08-1967,Single,0
YBI1061,YBI1061@ybifoundation.ybif,Female,06-11-1967,Single,0
YBI1062,YBI1062@ybifoundation.ybif,Female,14-07-1967,Single,0
YBI1063,YBI1063@ybifoundation.ybif,Male,16-08-1967,Single,0
YBI1064,YBI1064@ybifoundation.ybif,Female,21-07-1967,Single,0
YBI1065,YBI1065@ybifoundation.ybif,Male,12-04-1967,Married,0
YBI1066,YBI1066@ybifoundation.ybif,Male,10-03-1967,Single,0
YBI1067,YBI1067@ybifoundation.ybif,Male,03-08-1960,Married,1
YBI1068,YBI1068@ybifoundation.ybif,Female,13-11-1960,Married,1
YBI1069,YBI1069@ybifoundation.ybif,Female,07-10-1960,Married,1
YBI1070,YBI1070@ybifoundation.ybif,Female,08-02-1960,Married,1
YBI1071,YBI1071@ybifoundation.ybif,Male,03-10-1960,Married,1
YBI1072,YBI1072@ybifoundation.ybif,Female,20-08-1959,Married,1
YBI1073,YBI1073@ybifoundation.ybif,Male,24-07-1959,Married,4
YBI1074,YBI1074@ybifoundation.ybif,Male,12-03-1959,Married,4
YBI1075,YBI1075@ybifoundation.ybif,Female,14-08-1959,Married,5
YBI1076,YBI1076@ybifoundation.ybif,Female,26-04-1959,Married,5
YBI1077,YBI1077@ybifoundation.ybif,Male,25-09-1959,Married,2
YBI1078,YBI1078@ybifoundation.ybif,Female,20-01-1958,Married,3
YBI1079,YBI1079@ybifoundation.ybif,Male,05-04-1958,Married,1
YBI1080,YBI1080@ybifoundation.ybif,Male,22-12-1958,Married,1
YBI1081,YBI1081@ybifoundation.ybif,Male,28-05-1958,Single,1
YBI1082,YBI1082@ybifoundation.ybif,Female,15-11-1958,Married,5
YBI1083,YBI1083@ybifoundation.ybif,Female,17-09-1958,Married,5
YBI1084,YBI1084@ybifoundation.ybif,Male,08-10-1969,Married,1
YBI1085,YBI1085@ybifoundation.ybif,Male,09-02-1969,Married,2
YBI1086,YBI1086@ybifoundation.ybif,Female,04-05-1969,Married,1
YBI1087,YBI1087@ybifoundation.ybif,Male,21-07-1969,Married,1
YBI1088,YBI1088@ybifoundation.ybif,Male,18-11-1969,Married,1
YBI1089,YBI1089@ybifoundation.ybif,Male,28-11-1968,Single,2
YBI1090,YBI1090@ybifoundation.ybif,Female,03-07-1970,Married,4
YBI1091,YBI1091@ybifoundation.ybif,Female,16-09-1970,Single,4
YBI1092,YBI1092@ybifoundation.ybif,Male,07-03-1970,Single,2
YBI1093,YBI1093@ybifoundation.ybif,Female,19-02-1968,Single,2
YBI1094,YBI1094@ybifoundation.ybif,Male,18-03-1967,Married,5
YBI1095,YBI1095@ybifoundation.ybif,Female,27-04-1969,Single,1
YBI1096,YBI1096@ybifoundation.ybif,Female,09-11-1969,Single,1
YBI1097,YBI1097@ybifoundation.ybif,Male,16-06-1969,Single,1
YBI1098,YBI1098@ybifoundation.ybif,Female,18-02-1967,Married,5
YBI1099,YBI1099@ybifoundation.ybif,Female,08-09-1967,Single,5
YBI1100,YBI1100@ybifoundation.ybif,Male,11-07-1966,Single,5
YBI1101,YBI1101@ybifoundation.ybif,Female,10-02-1966,Married,5
YBI1102,YBI1102@ybifoundation.ybif,Female,12-06-1966,Married,5
YBI1103,YBI1103@ybifoundation.ybif,Female,16-11-1966,Married,5
YBI1104,YBI1104@ybifoundation.ybif,Female,17-12-1965,Single,3
YBI1105,YBI1105@ybifoundation.ybif,Female,11-06-1965,Married,3
YBI1106,YBI1106@ybifoundation.ybif,Female,08-05-1968,Single,0
YBI1107,YBI1107@ybifoundation.ybif,Male,16-03-1968,Single,0
YBI1108,YBI1108@ybifoundation.ybif,Male,07-09-1965,Single,0
YBI1109,YBI1109@ybifoundation.ybif,Male,22-10-1965,Single,0
YBI1110,YBI1110@ybifoundation.ybif,Female,03-03-1964,Married,3
YBI1111,YBI1111@ybifoundation.ybif,Male,18-02-1964,Married,4
YBI1112,YBI1112@ybifoundation.ybif,Female,28-02-1964,Single,4
YBI1113,YBI1113@ybifoundation.ybif,Male,23-12-1964,Married,4
YBI1114,YBI1114@ybifoundation.ybif,Male,20-08-1968,Single,4
YBI1115,YBI1115@ybifoundation.ybif,Female,23-10-1979,Married,0
YBI1116,YBI1116@ybifoundation.ybif,Male,25-10-1979,Single,0
YBI1117,YBI1117@ybifoundation.ybif,Female,06-11-1978,Single,0
YBI1118,YBI1118@ybifoundation.ybif,Male,18-03-1978,Single,0
YBI1119,YBI1119@ybifoundation.ybif,Female,24-07-1978,Single,0
YBI1120,YBI1120@ybifoundation.ybif,Female,12-02-1946,Single,2
YBI1121,YBI1121@ybifoundation.ybif,Female,04-05-1947,Married,4
YBI1122,YBI1122@ybifoundation.ybif,Male,13-11-1978,Single,0
YBI1123,YBI1123@ybifoundation.ybif,Female,11-08-1978,Married,0
YBI1124,YBI1124@ybifoundation.ybif,Male,04-03-1977,Single,0
YBI1125,YBI1125@ybifoundation.ybif,Male,14-10-1977,Single,0
YBI1126,YBI1126@ybifoundation.ybif,Female,19-11-1977,Single,0
YBI1127,YBI1127@ybifoundation.ybif,Male,11-04-1977,Married,0
YBI1128,YBI1128@ybifoundation.ybif,Male,05-06-1977,Married,0
YBI1129,YBI1129@ybifoundation.ybif,Male,21-09-1977,Married,0
YBI1130,YBI1130@ybifoundation.ybif,Male,22-06-1977,Single,0
YBI1131,YBI1131@ybifoundation.ybif,Male,12-07-1977,Married,3
YBI1132,YBI1132@ybifoundation.ybif,Male,26-11-1976,Single,0
YBI1133,YBI1133@ybifoundation.ybif,Male,13-06-1949,Married,2
YBI1134,YBI1134@ybifoundation.ybif,Female,27-02-1949,Married,2
YBI1135,YBI1135@ybifoundation.ybif,Female,15-10-1950,Single,3
YBI1136,YBI1136@ybifoundation.ybif,Male,11-09-1980,Married,0
YBI1137,YBI1137@ybifoundation.ybif,Female,03-01-1951,Single,3
YBI1138,YBI1138@ybifoundation.ybif,Female,22-10-1951,Single,3
YBI1139,YBI1139@ybifoundation.ybif,Female,10-04-1951,Married,3
YBI1140,YBI1140@ybifoundation.ybif,Female,05-11-1980,Single,0
YBI1141,YBI1141@ybifoundation.ybif,Female,10-09-1979,Married,0
YBI1142,YBI1142@ybifoundation.ybif,Female,06-08-1952,Married,2
YBI1143,YBI1143@ybifoundation.ybif,Male,23-09-1954,Single,2
YBI1144,YBI1144@ybifoundation.ybif,Female,04-09-1975,Single,0
YBI1145,YBI1145@ybifoundation.ybif,Male,17-08-1975,Married,0
YBI1146,YBI1146@ybifoundation.ybif,Male,05-04-1975,Single,0
YBI1147,YBI1147@ybifoundation.ybif,Female,03-09-1974,Single,0
YBI1148,YBI1148@ybifoundation.ybif,Female,12-08-1973,Single,0
YBI1149,YBI1149@ybifoundation.ybif,Male,06-01-1973,Single,0
YBI1150,YBI1150@ybifoundation.ybif,Female,07-04-1973,Single,0
YBI1151,YBI1151@ybifoundation.ybif,Female,03-07-1973,Single,0
YBI1152,YBI1152@ybifoundation.ybif,Female,24-06-1973,Single,0
YBI1153,YBI1153@ybifoundation.ybif,Female,28-11-1976,Single,0
YBI1154,YBI1154@ybifoundation.ybif,Male,17-02-1956,Single,2
YBI1155,YBI1155@ybifoundation.ybif,,19-10-1956,Single,2
YBI1156,YBI1156@ybifoundation.ybif,Male,17-02-1956,Single,2
YBI1157,YBI1157@ybifoundation.ybif,Female,10-02-1957,Single,2
YBI1158,YBI1158@ybifoundation.ybif,Female,21-10-1958,Single,0
YBI1159,YBI1159@ybifoundation.ybif,Male,25-07-1958,Single,0
YBI1160,YBI1160@ybifoundation.ybif,Female,16-11-1973,Single,0
YBI1161,YBI1161@ybifoundation.ybif,Female,03-09-1973,Single,0
YBI1162,YBI1162@ybifoundation.ybif,Female,23-03-1974,Married,0
YBI1163,YBI1163@ybifoundation.ybif,Female,03-02-1974,Single,0
YBI1164,YBI1164@ybifoundation.ybif,Male,07-02-1974,Single,0
YBI1165,YBI1165@ybifoundation.ybif,Female,04-10-1974,Single,0
YBI1166,YBI1166@ybifoundation.ybif,Female,26-05-1959,Single,1
YBI1167,YBI1167@ybifoundation.ybif,Female,23-05-1959,Married,0
YBI1168,YBI1168@ybifoundation.ybif,Male,22-10-1966,Married,0
YBI1169,YBI1169@ybifoundation.ybif,Male,08-05-1957,Married,2
YBI1170,YBI1170@ybifoundation.ybif,Female,18-12-1957,Single,2
YBI1171,YBI1171@ybifoundation.ybif,Female,03-02-1957,Single,2
YBI1172,YBI1172@ybifoundation.ybif,Female,04-04-1957,Single,2
YBI1173,YBI1173@ybifoundation.ybif,Female,27-02-1957,Married,3
YBI1174,YBI1174@ybifoundation.ybif,Male,06-06-1957,Married,2
YBI1175,YBI1175@ybifoundation.ybif,Female,18-11-1957,Married,2
YBI1176,YBI1176@ybifoundation.ybif,Male,24-07-1963,Single,0
YBI1177,YBI1177@ybifoundation.ybif,Female,27-11-1967,Married,4
YBI1178,YBI1178@ybifoundation.ybif,Female,20-08-1962,Single,1
YBI1179,YBI1179@ybifoundation.ybif,Female,28-03-1962,Single,1
YBI1180,YBI1180@ybifoundation.ybif,Female,15-07-1962,Single,1
YBI1181,YBI1181@ybifoundation.ybif,Male,10-08-1962,Married,1
YBI1182,YBI1182@ybifoundation.ybif,Female,13-06-1961,Single,1
YBI1183,YBI1183@ybifoundation.ybif,Female,19-03-1961,Single,1
YBI1184,YBI1184@ybifoundation.ybif,Female,22-10-1966,Single,0
YBI1185,YBI1185@ybifoundation.ybif,Male,14-06-1960,Married,1
YBI1186,YBI1186@ybifoundation.ybif,Female,02-08-1960,Single,1
YBI1187,YBI1187@ybifoundation.ybif,Female,07-04-1960,Married,1
YBI1188,YBI1188@ybifoundation.ybif,Female,10-08-1960,Married,1
YBI1189,YBI1189@ybifoundation.ybif,Male,05-06-1960,Married,1
YBI1190,YBI1190@ybifoundation.ybif,Female,12-03-1965,Single,0
YBI1191,YBI1191@ybifoundation.ybif,Female,06-07-1965,Single,5
YBI1192,YBI1192@ybifoundation.ybif,Female,06-02-1964,Single,0
YBI1193,YBI1193@ybifoundation.ybif,Female,11-03-1963,Single,0
YBI1194,YBI1194@ybifoundation.ybif,Male,20-12-1963,Single,0
YBI1195,YBI1195@ybifoundation.ybif,Male,17-07-1962,Married,1
YBI1196,YBI1196@ybifoundation.ybif,Male,16-03-1962,Married,5
YBI1197,YBI1197@ybifoundation.ybif,Female,26-07-1961,Married,1
YBI1198,YBI1198@ybifoundation.ybif,Female,22-08-1961,Married,5
YBI1199,YBI1199@ybifoundation.ybif,Female,03-08-1957,Single,1
YBI1200,YBI1200@ybifoundation.ybif,Male,26-02-1957,Married,1
YBI1201,YBI1201@ybifoundation.ybif,Female,17-02-1935,Single,2
YBI1202,YBI1202@ybifoundation.ybif,Female,22-10-1960,Married,3
YBI1203,YBI1203@ybifoundation.ybif,Female,07-03-1953,Single,2
YBI1204,YBI1204@ybifoundation.ybif,Male,09-02-1949,Married,2
YBI1205,YBI1205@ybifoundation.ybif,Male,09-07-1976,Single,0
YBI1206,YBI1206@ybifoundation.ybif,Female,13-12-1975,Single,0
YBI1207,YBI1207@ybifoundation.ybif,Male,27-10-1976,Married,0
YBI1208,YBI1208@ybifoundation.ybif,Male,02-08-1980,Married,0
YBI1209,YBI1209@ybifoundation.ybif,Female,13-11-1980,Single,0
YBI1210,YBI1210@ybifoundation.ybif,Female,14-09-1979,Married,0
YBI1211,YBI1211@ybifoundation.ybif,Female,13-02-1946,Single,5
YBI1212,YBI1212@ybifoundation.ybif,Male,22-11-1980,Single,0
YBI1213,YBI1213@ybifoundation.ybif,Male,08-07-1978,Single,0
YBI1214,YBI1214@ybifoundation.ybif,Male,26-06-1978,Single,0
YBI1215,YBI1215@ybifoundation.ybif,Male,18-06-1978,Married,0
YBI1216,YBI1216@ybifoundation.ybif,Male,17-07-1978,Married,0
YBI1217,YBI1217@ybifoundation.ybif,Female,26-10-1978,Married,0
YBI1218,YBI1218@ybifoundation.ybif,Female,11-11-1977,Single,0
YBI1219,YBI1219@ybifoundation.ybif,Male,16-10-1977,Married,0
YBI1220,YBI1220@ybifoundation.ybif,Female,05-02-1977,Single,0
YBI1221,YBI1221@ybifoundation.ybif,Male,19-10-1979,Single,0
YBI1222,YBI1222@ybifoundation.ybif,Male,26-05-1979,Single,0
YBI1223,YBI1223@ybifoundation.ybif,Female,02-05-1979,Single,0
YBI1224,YBI1224@ybifoundation.ybif,Male,14-03-1941,Married,2
YBI1225,YBI1225@ybifoundation.ybif,Male,22-06-1941,Married,2
YBI1226,YBI1226@ybifoundation.ybif,Female,06-02-1941,Married,2
YBI1227,YBI1227@ybifoundation.ybif,Female,14-09-1943,Single,2
YBI1228,YBI1228@ybifoundation.ybif,Male,10-08-1943,Single,2
YBI1229,YBI1229@ybifoundation.ybif,Male,13-02-1943,Married,2
YBI1230,YBI1230@ybifoundation.ybif,Male,18-08-1976,Married,0
YBI1231,YBI1231@ybifoundation.ybif,Male,07-06-1975,Married,0
YBI1232,YBI1232@ybifoundation.ybif,Male,27-09-1975,Married,0
YBI1233,YBI1233@ybifoundation.ybif,Male,21-09-1974,Married,0
YBI1234,YBI1234@ybifoundation.ybif,Female,27-05-1974,Single,0
YBI1235,YBI1235@ybifoundation.ybif,Male,25-06-1974,Single,0
YBI1236,YBI1236@ybifoundation.ybif,Female,18-07-1974,Single,0
YBI1237,YBI1237@ybifoundation.ybif,Female,25-03-1974,Single,0
YBI1238,YBI1238@ybifoundation.ybif,Female,19-05-1972,Single,0
YBI1239,YBI1239@ybifoundation.ybif,Female,11-04-1968,Single,0
YBI1240,YBI1240@ybifoundation.ybif,Male,14-09-1967,Single,0
YBI1241,YBI1241@ybifoundation.ybif,Male,24-09-1967,Single,0
YBI1242,YBI1242@ybifoundation.ybif,Female,27-05-1967,Single,0
YBI1243,YBI1243@ybifoundation.ybif,Male,15-05-1967,Single,0
YBI1244,YBI1244@ybifoundation.ybif,Male,04-06-1968,Married,4
YBI1245,YBI1245@ybifoundation.ybif,Female,20-11-1968,Married,4
YBI1246,YBI1246@ybifoundation.ybif,Male,15-06-1942,Married,2
YBI1247,YBI1247@ybifoundation.ybif,Female,15-03-1943,Married,2
YBI1248,YBI1248@ybifoundation.ybif,Female,03-07-1943,Married,2
YBI1249,YBI1249@ybifoundation.ybif,Male,02-06-1943,Married,2
YBI1250,YBI1250@ybifoundation.ybif,Male,16-04-1943,Single,1
YBI1251,YBI1251@ybifoundation.ybif,Male,09-05-1943,Married,1
YBI1252,YBI1252@ybifoundation.ybif,Male,04-06-1944,Married,4
YBI1253,YBI1253@ybifoundation.ybif,Male,08-09-1944,Married,4
YBI1254,YBI1254@ybifoundation.ybif,Male,09-10-1944,Single,4
YBI1255,YBI1255@ybifoundation.ybif,Male,03-07-1944,Married,4
YBI1256,YBI1256@ybifoundation.ybif,Male,12-08-1944,Married,4
YBI1257,YBI1257@ybifoundation.ybif,Male,14-11-1944,Single,4
YBI1258,YBI1258@ybifoundation.ybif,Female,22-05-1944,Single,4
YBI1259,YBI1259@ybifoundation.ybif,Male,01-11-1944,Married,4
YBI1260,YBI1260@ybifoundation.ybif,Male,03-09-1944,Married,4
YBI1261,YBI1261@ybifoundation.ybif,Male,02-04-1944,Married,4
YBI1262,YBI1262@ybifoundation.ybif,Male,24-08-1944,Married,4
YBI1263,YBI1263@ybifoundation.ybif,Male,23-08-1944,Married,4
YBI1264,YBI1264@ybifoundation.ybif,Female,27-10-1944,Single,4
YBI1265,YBI1265@ybifoundation.ybif,Male,26-06-1944,Single,4
YBI1266,YBI1266@ybifoundation.ybif,Female,26-02-1944,Married,5
YBI1267,YBI1267@ybifoundation.ybif,Female,21-03-1945,Single,5
YBI1268,YBI1268@ybifoundation.ybif,Male,18-02-1945,Married,4
YBI1269,YBI1269@ybifoundation.ybif,Male,13-10-1945,Married,4
YBI1270,YBI1270@ybifoundation.ybif,Female,09-06-1946,Single,4
YBI1271,YBI1271@ybifoundation.ybif,Female,05-06-1946,Single,5
YBI1272,YBI1272@ybifoundation.ybif,Female,12-10-1946,Married,5
YBI1273,YBI1273@ybifoundation.ybif,Female,28-02-1946,Married,4
YBI1274,YBI1274@ybifoundation.ybif,Male,07-08-1947,Married,5
YBI1275,YBI1275@ybifoundation.ybif,Male,25-12-1947,Married,2
YBI1276,YBI1276@ybifoundation.ybif,Female,13-08-1947,Single,2
YBI1277,YBI1277@ybifoundation.ybif,Male,14-07-1947,Single,4
YBI1278,YBI1278@ybifoundation.ybif,Female,22-07-1947,Single,4
YBI1279,YBI1279@ybifoundation.ybif,Male,24-10-1947,Married,4
YBI1280,YBI1280@ybifoundation.ybif,Female,05-07-1948,Married,2
YBI1281,YBI1281@ybifoundation.ybif,Male,12-11-1948,Married,2
YBI1282,YBI1282@ybifoundation.ybif,Male,09-02-1948,Married,2
YBI1283,YBI1283@ybifoundation.ybif,Male,08-11-1948,Married,2
YBI1284,YBI1284@ybifoundation.ybif,Female,19-09-1948,Married,2
YBI1285,YBI1285@ybifoundation.ybif,Male,25-02-1948,Married,2
YBI1286,YBI1286@ybifoundation.ybif,Female,27-02-1948,Married,2
YBI1287,YBI1287@ybifoundation.ybif,Male,13-11-1949,Single,2
YBI1288,YBI1288@ybifoundation.ybif,Female,25-10-1949,Single,2
YBI1289,YBI1289@ybifoundation.ybif,Female,18-11-1949,Single,2
YBI1290,YBI1290@ybifoundation.ybif,Male,24-04-1949,Single,2
YBI1291,YBI1291@ybifoundation.ybif,Male,24-04-1949,Single,4
YBI1292,YBI1292@ybifoundation.ybif,Male,04-06-1949,Married,4
YBI1293,YBI1293@ybifoundation.ybif,Female,12-10-1949,Married,4
YBI1294,YBI1294@ybifoundation.ybif,Female,11-01-1949,Married,4
YBI1295,YBI1295@ybifoundation.ybif,Female,16-05-1949,Single,5
YBI1296,YBI1296@ybifoundation.ybif,Male,08-06-1950,Married,2
YBI1297,YBI1297@ybifoundation.ybif,Male,15-08-1950,Married,2
YBI1298,YBI1298@ybifoundation.ybif,Male,23-02-1950,Married,2
YBI1299,YBI1299@ybifoundation.ybif,Female,20-03-1950,Single,2
YBI1300,YBI1300@ybifoundation.ybif,Female,03-02-1950,Married,2
YBI1301,YBI1301@ybifoundation.ybif,Female,04-08-1950,Married,2
YBI1302,YBI1302@ybifoundation.ybif,Female,09-06-1950,Married,4
YBI1303,YBI1303@ybifoundation.ybif,Male,23-08-1951,Married,2
YBI1304,YBI1304@ybifoundation.ybif,Male,07-11-1951,Married,2
YBI1305,YBI1305@ybifoundation.ybif,Female,08-02-1951,Single,2
YBI1306,YBI1306@ybifoundation.ybif,Female,22-02-1951,Single,2
YBI1307,YBI1307@ybifoundation.ybif,Male,03-08-1951,Married,2
YBI1308,YBI1308@ybifoundation.ybif,Female,27-01-1951,Married,2
YBI1309,YBI1309@ybifoundation.ybif,Male,01-06-1951,Married,2
YBI1310,YBI1310@ybifoundation.ybif,Male,11-07-1952,Married,3
YBI1311,YBI1311@ybifoundation.ybif,Male,25-09-1952,Single,3
YBI1312,YBI1312@ybifoundation.ybif,Female,18-12-1952,Married,4
YBI1313,YBI1313@ybifoundation.ybif,Male,14-06-1958,Married,2
YBI1314,YBI1314@ybifoundation.ybif,Female,08-02-1957,Single,2
YBI1315,YBI1315@ybifoundation.ybif,Female,12-01-1957,Married,2
YBI1316,YBI1316@ybifoundation.ybif,Female,18-11-1957,Married,2
YBI1317,YBI1317@ybifoundation.ybif,Female,14-12-1956,Married,2
YBI1318,YBI1318@ybifoundation.ybif,Female,16-12-1956,Married,3
YBI1319,YBI1319@ybifoundation.ybif,Female,21-09-1956,Married,3
YBI1320,YBI1320@ybifoundation.ybif,Female,12-08-1956,Single,3
YBI1321,YBI1321@ybifoundation.ybif,Male,17-10-1955,Married,2
YBI1322,YBI1322@ybifoundation.ybif,Female,19-11-1955,Married,3
YBI1323,YBI1323@ybifoundation.ybif,Female,26-12-1955,Married,3
YBI1324,YBI1324@ybifoundation.ybif,Male,23-09-1955,Married,3
YBI1325,YBI1325@ybifoundation.ybif,Male,11-04-1957,Married,2
YBI1326,YBI1326@ybifoundation.ybif,Male,08-11-1932,Married,4
YBI1327,YBI1327@ybifoundation.ybif,Male,04-11-1932,Married,3
YBI1328,YBI1328@ybifoundation.ybif,Male,26-11-1933,Married,3
YBI1329,YBI1329@ybifoundation.ybif,Male,15-03-1933,Married,4
YBI1330,YBI1330@ybifoundation.ybif,Male,11-03-1965,Single,4
YBI1331,YBI1331@ybifoundation.ybif,Female,20-09-1965,Single,4
YBI1332,YBI1332@ybifoundation.ybif,Female,06-01-1965,Single,4
YBI1333,YBI1333@ybifoundation.ybif,Male,13-11-1965,Married,4
YBI1334,YBI1334@ybifoundation.ybif,Female,10-11-1965,Married,4
YBI1335,YBI1335@ybifoundation.ybif,Male,04-10-1965,Married,4
YBI1336,YBI1336@ybifoundation.ybif,Male,14-07-1965,Single,3
YBI1337,YBI1337@ybifoundation.ybif,Female,28-12-1964,Married,4
YBI1338,YBI1338@ybifoundation.ybif,Female,06-12-1964,Single,5
YBI1339,YBI1339@ybifoundation.ybif,Female,24-06-1964,Married,5
YBI1340,YBI1340@ybifoundation.ybif,Male,12-08-1964,Married,2
YBI1341,YBI1341@ybifoundation.ybif,Male,12-05-1964,Married,2
YBI1342,YBI1342@ybifoundation.ybif,Male,26-03-1964,Married,2
YBI1343,YBI1343@ybifoundation.ybif,Female,15-09-1956,Single,3
YBI1344,YBI1344@ybifoundation.ybif,Female,24-07-1956,Single,3
YBI1345,YBI1345@ybifoundation.ybif,Female,15-10-1956,Single,3
YBI1346,YBI1346@ybifoundation.ybif,Female,12-01-1934,Married,4
YBI1347,YBI1347@ybifoundation.ybif,Male,22-09-1934,Married,1
YBI1348,YBI1348@ybifoundation.ybif,Male,24-04-1963,Married,4
YBI1349,YBI1349@ybifoundation.ybif,Female,14-11-1963,Married,4
YBI1350,YBI1350@ybifoundation.ybif,Female,24-11-1963,Single,0
YBI1351,YBI1351@ybifoundation.ybif,Female,08-03-1963,Married,5
YBI1352,YBI1352@ybifoundation.ybif,Male,20-12-1963,Single,4
YBI1353,YBI1353@ybifoundation.ybif,Male,05-09-1963,Single,2
YBI1354,YBI1354@ybifoundation.ybif,Male,13-04-1963,Married,3
YBI1355,YBI1355@ybifoundation.ybif,Male,12-06-1962,Married,5
YBI1356,YBI1356@ybifoundation.ybif,Male,14-03-1962,Married,5
YBI1357,YBI1357@ybifoundation.ybif,Male,21-09-1962,Single,1
YBI1358,YBI1358@ybifoundation.ybif,Male,09-02-1961,Married,5
YBI1359,YBI1359@ybifoundation.ybif,Female,16-11-1961,Single,1
YBI1360,YBI1360@ybifoundation.ybif,Female,07-01-1961,Married,1
YBI1361,YBI1361@ybifoundation.ybif,Female,03-02-1961,Single,1
YBI1362,YBI1362@ybifoundation.ybif,Male,05-03-1961,Single,1
YBI1363,YBI1363@ybifoundation.ybif,Male,12-09-1961,Married,1
YBI1364,YBI1364@ybifoundation.ybif,Male,07-05-1961,Married,1
YBI1365,YBI1365@ybifoundation.ybif,Male,13-09-1955,Single,2
YBI1366,YBI1366@ybifoundation.ybif,Male,16-11-1955,Single,2
YBI1367,YBI1367@ybifoundation.ybif,Male,27-03-1955,Single,4
YBI1368,YBI1368@ybifoundation.ybif,Male,11-05-1954,Married,2
YBI1369,YBI1369@ybifoundation.ybif,Female,10-10-1935,Single,2
YBI1370,YBI1370@ybifoundation.ybif,Female,17-09-1936,Single,2
YBI1371,YBI1371@ybifoundation.ybif,Female,21-08-1936,Married,2
YBI1372,YBI1372@ybifoundation.ybif,Female,07-12-1960,Married,5
YBI1373,YBI1373@ybifoundation.ybif,Female,26-10-1960,Married,5
YBI1374,YBI1374@ybifoundation.ybif,Male,08-12-1960,Married,3
YBI1375,YBI1375@ybifoundation.ybif,Female,27-07-1960,Single,0
YBI1376,YBI1376@ybifoundation.ybif,Male,12-05-1960,Single,0
YBI1377,YBI1377@ybifoundation.ybif,Male,22-07-1960,Married,0
YBI1378,YBI1378@ybifoundation.ybif,Female,23-05-1960,Single,3
YBI1379,YBI1379@ybifoundation.ybif,Female,19-02-1960,Married,4
YBI1380,YBI1380@ybifoundation.ybif,Male,17-12-1960,Single,1
YBI1381,YBI1381@ybifoundation.ybif,Female,10-04-1954,Married,2
YBI1382,YBI1382@ybifoundation.ybif,Female,26-11-1954,Single,2
YBI1383,YBI1383@ybifoundation.ybif,Male,04-02-1954,Single,3
YBI1384,YBI1384@ybifoundation.ybif,Female,17-07-1953,Single,3
