OrderID,Date,Category,SubCategory,Customer,State,Region,Payment,Sales,Qty,Profit
1137,24-08-2024,Electronics,Accessories,Isha Ghose,Maharashtra,East,COD,26135.06,2,-3212.19
1138,02-11-2023,Home,Decor,Balhaar Manne,Delhi,West,Card,36076.29,1,4474.72
1139,10-03-2024,Grocery,Staples,Jai Grewal,Karnataka,North,Card,29248.11,1,6236.65
1140,31-05-2024,Fashion,Men,Upasna Varkey,Delhi,West,COD,31219.34,4,-5391.8
1141,09-11-2023,Fashion,Women,Baghyawati Vora,Maharashtra,East,COD,43604.17,1,-787.19
1142,14-02-2024,Grocery,Beverages,Dhriti Ramaswamy,UP,North,UPI,32112.64,1,6437.63
1143,27-10-2024,Fashion,Men,Aarini Mallick,Maharashtra,East,COD,35202.13,3,9638.71
1144,09-05-2024,Fashion,Kids,Arunima Deshmukh,Tamil Nadu,West,COD,19032.35,2,-379.22
1145,02-03-2024,Grocery,Staples,Eta Bumb,UP,South,UPI,21540.62,1,776.77
1146,18-10-2023,Grocery,Beverages,Lakshmi Parekh,Delhi,West,COD,48745.08,4,8280.14
1147,17-03-2025,Home,Decor,Hamsini Anand,Tamil Nadu,East,Card,5752.47,2,406.58
1148,28-11-2024,Electronics,Laptops,Dayamai Parmer,Tamil Nadu,North,Card,38265.82,2,-5919.25
1149,12-01-2025,Electronics,Mobiles,Neha Ramesh,Karnataka,North,Card,20934.99,2,-525.91
1150,30-06-2025,Grocery,Snacks,Hema Malhotra,Maharashtra,East,COD,37158.17,3,-167.76
1151,08-03-2024,Electronics,Laptops,Akshay Sawhney,Tamil Nadu,East,UPI,32319.73,5,-5322.86
1152,13-06-2025,Grocery,Staples,Abhimanyu Chada,Maharashtra,West,COD,10812.59,1,-1186.03
1153,14-05-2025,Fashion,Men,David Shanker,Gujarat,South,COD,12060.06,1,-2337.38
1154,04-06-2024,Grocery,Staples,Jagvi Savant,Maharashtra,North,Card,6078.74,2,-406.13
1155,26-11-2023,Grocery,Snacks,Tristan Mammen,UP,East,UPI,22176.62,3,-522.77
1156,15-12-2023,Home,Kitchen,Abhiram Kakar,Tamil Nadu,North,UPI,49587.64,4,12306.73
1157,26-07-2025,Electronics,Mobiles,Vrinda Sekhon,Gujarat,North,COD,16221.93,2,312.9
1158,27-12-2024,Electronics,Mobiles,Mitali Ratta,Gujarat,West,Card,16650.25,1,1573.47
1159,11-02-2024,Home,Decor,Ganga Sabharwal,Maharashtra,North,Card,15200.91,1,-767.17
1160,25-04-2025,Fashion,Women,Yuvraj Dixit,Gujarat,South,Card,6854.76,4,-908.82
1161,11-02-2025,Home,Furniture,Yashasvi Bora,Karnataka,South,UPI,34354.89,5,1653.94
1162,09-06-2024,Fashion,Women,Jeet Banerjee,Karnataka,East,UPI,34991.8,5,2304.86
1163,10-11-2023,Fashion,Kids,Isaac Sangha,Tamil Nadu,West,Card,27281.67,5,-358.92
1164,16-03-2025,Home,Furniture,Pratyush Bumb,Karnataka,North,Card,9530.18,2,640.88
1165,08-08-2025,Grocery,Beverages,Omya Dyal,Karnataka,East,UPI,49893.27,3,-7417.26
1166,27-04-2025,Home,Kitchen,Urmi Grover,Tamil Nadu,South,UPI,19952.7,5,2880.69
1167,27-11-2024,Electronics,Accessories,Victor Pant,Gujarat,South,Card,47898.82,4,3215.97
1168,13-02-2024,Fashion,Men,Balhaar Baria,UP,North,COD,27053.16,1,-2038.59
1169,13-07-2024,Grocery,Beverages,Om Sur,Tamil Nadu,South,COD,40620.55,2,7328.58
1170,26-01-2024,Home,Furniture,Wyatt Ganesh,Maharashtra,East,COD,22673.53,3,5342.9
1171,27-05-2024,Fashion,Men,Harinakshi Lanka,Karnataka,East,COD,23881.49,5,-3717.59
1172,12-07-2025,Home,Decor,Nimrat Suresh,Tamil Nadu,South,Card,46597.03,1,-3843.22
1173,27-04-2025,Fashion,Kids,Aditya Gara,Delhi,East,COD,20167.25,1,5439.15
1174,02-03-2024,Home,Furniture,Lakshit D’Alia,UP,East,COD,29983.82,3,-3938.47
1175,25-10-2023,Grocery,Beverages,Ati Subramanian,Delhi,West,Card,9917.79,5,-5.72
1176,08-02-2025,Grocery,Staples,Upma Bahl,Tamil Nadu,East,UPI,14197.23,4,-1375.91
1177,10-06-2024,Fashion,Kids,Vedika Narasimhan,Delhi,North,Card,29704.35,3,1734.01
1178,29-06-2025,Home,Decor,Gaurang Sabharwal,UP,East,UPI,22824.92,2,-2571.72
1179,05-01-2024,Electronics,Laptops,Ati Pau,Karnataka,East,COD,38284.97,2,-7064.61
1180,16-03-2024,Electronics,Mobiles,Triya Kalita,Delhi,West,Card,41393.92,5,758.4
1181,17-05-2024,Fashion,Women,Aarnav Chand,Tamil Nadu,North,COD,43594.21,3,-3717.68
1182,14-11-2023,Electronics,Laptops,Gaurika Varty,Tamil Nadu,East,COD,37264.89,2,-4977.5
1183,19-11-2024,Electronics,Laptops,Samuel Kumer,Delhi,North,COD,44552.51,5,-1185.91
1184,02-03-2024,Grocery,Beverages,Jairaj Devi,Karnataka,East,COD,47191.53,4,-4683.13
1185,14-05-2025,Home,Decor,Naveen Aurora,Delhi,West,COD,17329.83,3,1469.04
1186,01-11-2024,Electronics,Mobiles,Isaiah Thakkar,Karnataka,West,COD,15118.11,4,4488.02
1187,04-03-2024,Electronics,Mobiles,Robert Mohanty,UP,South,Card,35875.79,2,9942.17
1188,15-03-2024,Fashion,Women,Zaid Shukla,Gujarat,East,COD,38142.53,1,-7366.68
1189,25-04-2025,Electronics,Accessories,Balveer Chatterjee,Tamil Nadu,South,UPI,27479.12,2,-3835.75
1190,03-10-2023,Fashion,Men,Teerth Dave,Karnataka,East,COD,25828.93,1,3556.48
1191,08-02-2025,Grocery,Snacks,Balendra Talwar,Maharashtra,North,UPI,49930.97,5,10316.84
1192,23-11-2024,Electronics,Accessories,Yatan Atwal,UP,South,UPI,5564.48,5,878.6
1193,25-09-2023,Grocery,Snacks,Falan Sarma,UP,West,Card,45595.11,4,5280.44
1194,27-11-2024,Electronics,Mobiles,Yuvraj Chowdhury,UP,North,COD,29668.07,4,-3912.45
1195,16-11-2023,Home,Kitchen,Chakrika Bali,UP,East,COD,29786.62,3,-3623.82
1196,26-01-2025,Electronics,Laptops,Anvi Keer,UP,West,UPI,43468.77,1,822.56
1197,22-07-2025,Fashion,Women,Maya Dyal,Karnataka,South,UPI,9089.95,2,1590.85
1198,27-02-2025,Electronics,Laptops,Inaya Dugar,Karnataka,East,Card,1156.1,2,324.7
1199,27-12-2023,Fashion,Women,Urvashi Desai,Karnataka,East,Card,22202.71,1,1468.26
1200,28-07-2024,Electronics,Mobiles,Hitesh Misra,Maharashtra,South,UPI,30755.35,4,-4204.22
1201,03-03-2025,Fashion,Women,Alka Ranganathan,Karnataka,West,UPI,23378.68,3,-1433.46
1202,29-04-2025,Grocery,Staples,Chandresh Murty,Delhi,East,COD,31841.86,2,4168.6
1203,24-02-2025,Electronics,Mobiles,Tanay Wason,Tamil Nadu,West,COD,29440.03,5,8463.3
1204,30-05-2025,Electronics,Mobiles,Bimala Swaminathan,Gujarat,North,COD,35702.69,3,2633.29
1205,07-05-2025,Fashion,Kids,Simon Tella,Maharashtra,South,Card,44558.77,4,-6462.93
1206,22-02-2024,Fashion,Women,Mohammed Pai,Tamil Nadu,East,COD,10396.8,1,600.1
1207,26-01-2024,Electronics,Accessories,Vedika Mody,Tamil Nadu,North,Card,22934.64,3,-2373.57
1208,10-07-2025,Fashion,Kids,Ira Vaidya,Maharashtra,West,Card,46769.05,4,-1922.87
1209,14-01-2024,Fashion,Women,Jack Sodhi,Delhi,North,Card,1725.91,4,251.36
1210,27-09-2024,Grocery,Beverages,Krisha Yohannan,Delhi,North,Card,16481.11,3,-1913.42
1211,27-05-2024,Electronics,Accessories,Varenya Bhakta,UP,North,COD,4619.43,5,1207.66
1212,13-08-2025,Home,Furniture,Warda Doshi,UP,North,UPI,16350.4,5,4774.05
1213,28-05-2025,Home,Decor,Aryan Upadhyay,Karnataka,East,Card,47449.38,4,6234.72
1214,31-01-2025,Grocery,Staples,Agastya Agarwal,Tamil Nadu,West,UPI,44033.57,5,-2078.35
1215,16-08-2025,Grocery,Beverages,Jasmit Patla,Tamil Nadu,North,COD,48409.96,2,-8074.15
1216,29-09-2023,Fashion,Men,Vritti Dugal,UP,North,COD,39991.18,3,11814.59
1217,25-11-2023,Fashion,Kids,Nisha Ganesh,Maharashtra,South,UPI,28288.28,3,6388.95
1218,10-07-2025,Electronics,Laptops,Nitesh Bera,Gujarat,East,COD,12505.55,3,690.16
1219,01-12-2024,Grocery,Staples,Balvan Sethi,Delhi,West,Card,37794.36,1,-1733.36
1220,22-07-2025,Fashion,Kids,Tristan Trivedi,Maharashtra,South,COD,19867.03,2,1918.71
1221,17-11-2024,Grocery,Beverages,Bhavna Modi,Maharashtra,West,UPI,33513.12,3,-4311.39
1222,05-11-2024,Electronics,Laptops,Bishakha Rama,Tamil Nadu,East,COD,38784.64,5,-4651.47
1223,05-06-2024,Home,Decor,Arin Banerjee,Tamil Nadu,South,UPI,28143.47,1,-3946.56
1224,13-11-2024,Fashion,Women,Kiaan Nayar,Maharashtra,West,Card,18981.82,3,-3117.16
1225,31-05-2025,Home,Decor,Mitali Prabhakar,Maharashtra,North,UPI,40022.31,5,-2718.06
1226,02-07-2025,Electronics,Accessories,Vaishnavi Cherian,Delhi,South,COD,23858.98,5,2943.77
1227,13-05-2024,Grocery,Staples,Rushil Lanka,Gujarat,North,UPI,14724.25,2,184.05
1228,16-12-2024,Home,Decor,Hitesh Baria,UP,North,UPI,17102.59,1,-2671.83
1229,28-08-2025,Grocery,Staples,Wishi Kadakia,Delhi,South,UPI,48550.22,5,-8677.11
1230,02-07-2024,Home,Furniture,Ekbal Murty,Delhi,South,UPI,32825.32,5,9622.62
1231,05-02-2025,Electronics,Laptops,Kamya Prasad,Tamil Nadu,East,Card,7053.66,5,2060.43
1232,22-09-2023,Home,Furniture,Upasna Sant,Gujarat,East,Card,17460.26,5,-500.96
1233,15-12-2023,Electronics,Accessories,Jasmit Sarma,Gujarat,South,COD,23932.75,5,3624.67
1234,05-03-2025,Home,Decor,Vedika Brar,Maharashtra,West,COD,37677.75,2,3148.22
1235,05-05-2024,Electronics,Laptops,Watika Mahajan,Gujarat,North,Card,13918.97,3,-1964.24
1236,21-07-2025,Grocery,Staples,Yagnesh Ravel,Gujarat,North,Card,6203.38,3,-919.55
1237,12-10-2024,Electronics,Laptops,Upma Seth,Gujarat,South,UPI,8951.65,1,-162.62
1238,24-08-2024,Grocery,Beverages,Balveer Banik,Gujarat,South,Card,2745.74,1,-496.77
1239,03-08-2025,Home,Decor,Aryan Rao,UP,East,UPI,42092.42,4,382.93
1240,29-06-2025,Grocery,Beverages,Benjamin Yohannan,Tamil Nadu,South,Card,10646.11,2,-715.74
1241,05-11-2023,Grocery,Staples,Dev Ganesan,UP,East,UPI,34065.14,5,6564.11
1242,22-02-2024,Grocery,Staples,Ishanvi Lad,Delhi,South,Card,13010.3,5,3132.53
1243,12-07-2025,Home,Decor,Upadhriti Kohli,Tamil Nadu,South,Card,14618.85,4,-2092.56
1244,11-01-2025,Grocery,Snacks,Yochana Karan,Gujarat,North,UPI,7182.75,2,1447.86
1245,14-04-2025,Home,Decor,Vyanjana Narasimhan,Gujarat,East,UPI,24449.59,2,1412.47
1246,21-09-2024,Fashion,Men,Sai Bhakta,Delhi,East,COD,26825.19,3,4919.11
1247,15-06-2025,Electronics,Laptops,Ranveer Bali,Gujarat,East,COD,32920.68,4,-3736.34
1248,17-12-2023,Home,Furniture,Saanvi Saha,Delhi,East,UPI,29133.8,4,-2700.39
1249,21-12-2023,Electronics,Accessories,Ekalinga Pathak,Gujarat,West,Card,37175.18,1,-2291.3
1250,17-12-2023,Grocery,Staples,Logan Kumer,Tamil Nadu,East,Card,18946.15,1,-994.35
1251,12-04-2024,Fashion,Kids,Yashica Pillai,Delhi,North,UPI,49370.47,2,948.57
1252,18-06-2025,Electronics,Mobiles,Mitesh Tata,Tamil Nadu,East,UPI,37469.03,4,-7167.99
1253,09-07-2025,Home,Furniture,Nachiket Rau,Delhi,North,COD,29272.58,2,2629.98
1254,18-04-2025,Grocery,Staples,Krisha Sagar,Delhi,West,COD,42157.21,2,4813.32
1255,21-08-2025,Electronics,Laptops,Bachittar Virk,Tamil Nadu,South,COD,22023.74,1,2599.3
1256,07-05-2024,Electronics,Accessories,Ekani Jani,Maharashtra,South,COD,35600.88,3,-5478.46
1257,28-06-2025,Home,Furniture,Aarav Pai,UP,North,COD,13779.71,4,1590.54
1258,27-08-2024,Electronics,Laptops,Nandini Oommen,Delhi,West,Card,33768.64,3,-6171.44
1259,12-04-2024,Electronics,Laptops,Parth Chaudhuri,Tamil Nadu,North,UPI,38937.28,4,10381.19
1260,01-05-2024,Electronics,Laptops,Falak Batta,Delhi,South,COD,29661.09,2,3157.5
1261,19-09-2024,Home,Furniture,Owen Bajwa,UP,East,UPI,18327.14,5,2636.35
1262,15-07-2025,Electronics,Accessories,Janaki Khanna,Tamil Nadu,North,UPI,37398.53,3,-2732.35
1263,12-12-2024,Fashion,Kids,Theodore Das,Gujarat,North,COD,4873.65,5,205.63
1264,29-03-2024,Fashion,Kids,Orinder Doctor,Delhi,West,Card,49376.16,1,3016.95
1265,21-06-2025,Electronics,Accessories,Rayaan Chandra,UP,East,COD,39242.19,1,5718.84
1266,11-04-2024,Fashion,Kids,Divya Parekh,Karnataka,West,UPI,13506.08,4,1541.37
1267,08-03-2024,Grocery,Staples,Chavvi Sagar,Tamil Nadu,North,UPI,11179.63,1,-1047.78
1268,27-09-2024,Home,Kitchen,Alka Parsa,Delhi,North,COD,23785.67,5,-1169.57
1269,18-10-2023,Electronics,Laptops,Omisha Patil,Karnataka,South,COD,6161.99,4,273.49
1270,20-08-2025,Fashion,Women,Andrew Rattan,Delhi,East,Card,24526.36,2,6847.45
1271,25-01-2024,Fashion,Men,Jeremiah Krishna,Tamil Nadu,North,COD,49861.44,4,4575.64
1272,14-04-2025,Grocery,Staples,Pushti Khalsa,UP,West,UPI,23527.02,1,4746.19
1273,21-12-2024,Home,Kitchen,Keya Vasa,UP,West,COD,13478.56,4,-1743.76
1274,13-11-2024,Grocery,Staples,David Sachdeva,UP,North,UPI,25046.03,3,-4995.13
1275,20-03-2025,Electronics,Mobiles,Kala Shanker,Tamil Nadu,South,COD,7454.87,1,531.69
1276,04-02-2025,Fashion,Kids,Tamanna Rajagopal,Delhi,West,UPI,38699.39,1,-5820.98
1277,07-06-2025,Home,Decor,Mitesh Sheth,UP,South,COD,30584.9,4,-4766.87
1278,05-12-2023,Fashion,Women,Ronith Chopra,Karnataka,South,COD,44814.19,2,5743.29
1279,04-10-2023,Fashion,Kids,Baghyawati Sule,Delhi,West,UPI,34775.74,3,2241.22
1280,22-04-2024,Fashion,Kids,Baljiwan Mannan,Gujarat,South,COD,3452.99,1,771.76
1281,05-09-2024,Fashion,Men,Tristan Vig,Tamil Nadu,South,COD,32452.51,2,-4775.76
1282,06-04-2024,Grocery,Staples,Daksh Swaminathan,Maharashtra,South,Card,24259.23,4,1124.08
1283,28-03-2024,Grocery,Staples,Girik Ray,Gujarat,North,COD,19418.06,2,1065.72
1284,07-10-2024,Electronics,Accessories,Ekani Prasad,Karnataka,South,COD,12465.84,2,3619.31
1285,12-06-2025,Home,Decor,Mohini Ghosh,Tamil Nadu,West,Card,46054.87,5,8919.34
1286,17-08-2024,Electronics,Accessories,Chatura Hari,Karnataka,West,COD,13405.65,4,-440.5
1287,09-03-2024,Fashion,Women,Damini Srivastava,Maharashtra,West,COD,43857.89,1,10694.08
1288,12-12-2024,Home,Furniture,Qushi Agarwal,Maharashtra,North,UPI,9529.94,3,2128.83
1289,24-11-2023,Grocery,Snacks,Pranit Zachariah,Delhi,South,Card,17272.87,1,-3043.47
1290,08-12-2024,Grocery,Staples,Radha Suresh,Tamil Nadu,West,UPI,4720.54,4,934.52
1291,21-09-2024,Home,Decor,Harita Khurana,Karnataka,North,COD,21461.33,3,-3984.17
1292,13-11-2023,Home,Furniture,Yashawini Kata,UP,West,UPI,5420.43,3,-633.28
1293,12-01-2025,Grocery,Staples,Sudiksha Mohanty,Gujarat,South,UPI,16624.77,4,1559.87
1294,12-03-2024,Electronics,Mobiles,Kashvi Chadha,UP,South,UPI,12512.22,5,-734.81
1295,23-03-2024,Fashion,Women,Yasti Wali,Karnataka,East,UPI,36881.31,4,1115.24
1296,24-04-2025,Home,Decor,Vidhi Dasgupta,Delhi,North,Card,3085.4,3,16.42
1297,08-05-2025,Fashion,Women,Aadhya Mital,Tamil Nadu,West,COD,15789.74,3,4388.51
1298,15-08-2025,Fashion,Women,Tanveer Shetty,Delhi,East,UPI,22382.5,2,791.39
1299,22-06-2025,Grocery,Staples,Abhiram Kumar,Delhi,West,UPI,744.92,5,-85.83
1300,24-11-2023,Fashion,Men,Jack Tella,Delhi,East,UPI,27654.19,3,3919.93
1301,07-02-2025,Home,Kitchen,Daniel Radhakrishnan,Karnataka,North,COD,2142.91,5,556.74
1302,12-06-2024,Fashion,Women,Pavani Ghosh,Maharashtra,North,Card,34086.67,3,5867.63
1303,28-09-2023,Electronics,Accessories,Kalpit Dalal,Maharashtra,North,COD,1919.62,3,-50.18
1304,02-01-2024,Grocery,Staples,Amaira Anand,Tamil Nadu,North,COD,5340.38,3,1219.99
1305,30-01-2024,Electronics,Mobiles,Nakul Swamy,Gujarat,North,COD,17733.81,2,980.11
1306,28-09-2023,Home,Furniture,Gaurangi Nazareth,Maharashtra,South,Card,1856.45,2,50.48
1307,16-06-2024,Fashion,Women,Janya Modi,Tamil Nadu,South,Card,7285.86,2,-225.15
1308,03-07-2025,Grocery,Beverages,Dalbir Upadhyay,UP,North,COD,7582.26,2,-1359.84
1309,11-05-2024,Home,Decor,Michael Bandi,Delhi,East,UPI,31968.88,1,8471.5
1310,30-11-2024,Fashion,Women,Falguni Kar,Karnataka,East,UPI,29352.22,5,2973.19
1311,20-08-2025,Fashion,Men,Indira Ratti,UP,North,UPI,20947.14,1,1861.43
1312,24-07-2025,Fashion,Kids,Dakshesh Mitter,Gujarat,North,COD,43320.34,1,-7987.26
1313,04-03-2025,Grocery,Snacks,Gaurika Hegde,Gujarat,South,UPI,25398.1,5,-3428.61
1314,23-12-2024,Electronics,Laptops,Yashica Banerjee,UP,South,UPI,9864.34,1,-1597.92
1315,25-04-2025,Home,Decor,Damyanti Mukhopadhyay,UP,South,COD,29094.18,4,-2330.64
1316,02-01-2025,Home,Furniture,Nihal Lata,Karnataka,West,UPI,27615.97,4,6517.45
1317,08-08-2024,Fashion,Kids,Thomas Tandon,Gujarat,West,COD,9919.16,4,-211.66
1318,29-11-2023,Grocery,Staples,Chakradhar Chokshi,Gujarat,North,COD,23240.65,4,4770.71
1319,24-12-2024,Grocery,Snacks,Waida Tailor,Delhi,North,COD,19988.62,1,-3744.88
1320,23-04-2024,Electronics,Mobiles,Zayan Sarkar,Tamil Nadu,East,COD,23012.71,5,3027.49
1321,21-07-2025,Fashion,Women,Dakshesh Sathe,Gujarat,East,Card,10528.65,1,-805.86
1322,15-07-2025,Electronics,Accessories,Amara Bali,Maharashtra,North,UPI,17776.92,4,-857.6
1323,09-11-2023,Fashion,Kids,Nilima Padmanabhan,Karnataka,West,Card,22494.89,5,3876.67
1324,22-09-2023,Fashion,Men,Azaan Sunder,Delhi,West,Card,17938.98,1,-1861.97
1325,19-02-2025,Home,Decor,Mohammed Khosla,Gujarat,South,COD,35666.91,5,-5865.51
1326,09-02-2024,Electronics,Mobiles,Damini Pradhan,UP,North,COD,30358.9,3,877.1
1327,14-03-2024,Grocery,Beverages,Eshana Pingle,Maharashtra,West,Card,552.64,1,127.18
1328,13-08-2024,Electronics,Laptops,Darika Varty,Karnataka,South,UPI,32405.25,1,6507.67
1329,06-05-2025,Electronics,Laptops,Bimala Keer,Delhi,North,COD,37044.3,3,5393.62
1330,13-03-2025,Home,Kitchen,Alexander Rout,Gujarat,South,COD,1482.67,4,360.09
1331,10-06-2024,Home,Furniture,Keya Rao,UP,West,Card,14630.6,3,-813.82
1332,10-10-2023,Fashion,Women,Theodore Deep,Gujarat,West,Card,9843.09,5,2197.87
1333,18-11-2024,Fashion,Men,Balhaar Dasgupta,Tamil Nadu,South,UPI,35981.91,4,2696.01
1334,24-08-2024,Home,Kitchen,Jasmit Cheema,Delhi,South,UPI,46318.51,3,10426.8
1335,31-07-2024,Fashion,Men,Vivaan Om,Karnataka,North,UPI,39360.61,2,7820.32
1336,06-10-2024,Fashion,Women,Girindra Ganguly,Gujarat,West,Card,30988.05,1,-182.9
1337,06-05-2024,Home,Kitchen,Eiravati Krish,UP,West,COD,45365.26,1,-4030.76
1338,04-11-2023,Fashion,Men,Yashica Dey,Tamil Nadu,East,UPI,9814.07,1,2419.83
1339,23-03-2025,Home,Kitchen,Xiti Mutti,Tamil Nadu,East,Card,32342.92,5,-5761.79
1340,21-01-2024,Home,Furniture,Dakshesh Balakrishnan,Karnataka,West,Card,37981.19,1,6214.04
1341,25-08-2024,Home,Furniture,Ganga Brar,Maharashtra,West,UPI,2759,1,367.11
1342,15-03-2025,Home,Kitchen,Anika Basak,UP,North,COD,16156.17,2,3464.73
1343,13-12-2024,Home,Kitchen,Frederick Thaman,Gujarat,North,COD,24120.72,5,6243.76
1344,15-10-2024,Fashion,Kids,Ishanvi Kala,UP,West,COD,46996.23,5,-2239.84
1345,13-02-2024,Home,Decor,Azaan Dutta,Karnataka,East,UPI,26876.37,2,-3809.51
1346,12-10-2023,Grocery,Beverages,Tejas Bhalla,Gujarat,West,UPI,49700.46,5,7848.28
1347,14-09-2025,Fashion,Kids,Shravya Khalsa,Karnataka,North,COD,23026.61,3,1727.8
1348,09-09-2024,Electronics,Mobiles,Varenya Virk,Maharashtra,South,COD,13985.6,1,-624.64
1349,01-12-2023,Fashion,Men,Ishwar Ravel,UP,North,UPI,40140.28,1,-6299.08
1350,13-12-2024,Electronics,Accessories,Kamya Om,Delhi,South,UPI,38298.59,1,-469.3
1351,22-08-2024,Fashion,Men,Dayita Vala,Maharashtra,North,COD,33956.89,2,-3810.35
1352,06-09-2024,Home,Decor,Daksha Sundaram,Gujarat,North,UPI,35002.68,3,592.67
1353,23-10-2023,Electronics,Laptops,Yatan Goyal,Gujarat,East,COD,26418.24,1,4507.77
1354,25-10-2023,Home,Furniture,Edhitha Dhar,Maharashtra,East,COD,9047.9,2,2619.74
1355,25-03-2025,Fashion,Kids,Owen Nagar,Karnataka,South,Card,15840.56,2,-540.53
1356,27-02-2025,Electronics,Laptops,Yagnesh Sridhar,Delhi,North,UPI,12202.43,5,1645.13
1357,16-09-2024,Grocery,Beverages,Hemangini Seth,Delhi,North,Card,2833.12,1,307.81
1358,24-10-2024,Electronics,Mobiles,Kritika Bali,Delhi,West,Card,32065.17,3,-2473.71
1359,02-07-2024,Home,Furniture,Anika Chowdhury,Karnataka,South,UPI,40960.35,5,-3416.82
1360,09-07-2024,Grocery,Beverages,Ronith Vaidya,UP,East,Card,45784.39,4,4577.79
1361,14-06-2024,Electronics,Mobiles,Anay Chadha,UP,East,UPI,31162.5,3,5028.48
1362,11-12-2024,Fashion,Women,Megha Bakshi,Tamil Nadu,South,COD,26288.45,5,-2260.46
1363,04-10-2023,Home,Decor,Yashawini Kata,UP,West,COD,1229.45,3,9.05
1364,08-07-2024,Fashion,Men,Gautam Shankar,Gujarat,East,UPI,474.55,4,3.95
1365,13-12-2024,Fashion,Men,William Karpe,Tamil Nadu,South,UPI,26261.06,1,-10.82
1366,14-12-2024,Home,Decor,Avi Shere,Delhi,East,UPI,5752.61,5,-51.85
1367,10-12-2024,Electronics,Mobiles,Chatura Handa,Maharashtra,North,COD,5095.62,2,-786.7
1368,09-03-2025,Fashion,Women,Yagnesh Sankar,Karnataka,West,Card,26723.82,5,-2903.13
1369,13-11-2024,Home,Decor,Maanav Seth,Gujarat,West,Card,23980.79,5,4212.22
1370,29-03-2025,Fashion,Women,Rishi Raman,Karnataka,North,COD,20908.79,2,-1636.48
1371,25-05-2024,Fashion,Kids,William Mann,Tamil Nadu,South,Card,23723.59,2,-37.42
1372,25-11-2023,Grocery,Beverages,Widisha Banik,Gujarat,East,UPI,24791.18,4,973.92
1373,15-08-2025,Fashion,Kids,Azaan Narayan,Delhi,South,UPI,6165.72,3,1368.87
1374,19-07-2024,Home,Furniture,Zinal Shere,Gujarat,North,COD,35927.03,3,3035.61
1375,25-12-2023,Fashion,Men,Rajata Sheth,Gujarat,West,Card,31482.62,4,5681.09
1376,26-08-2024,Electronics,Accessories,Harish Gulati,Gujarat,South,Card,3738.11,4,163.3
1377,04-09-2025,Fashion,Kids,Guneet Palan,Karnataka,South,COD,13617.3,1,-2304.85
1378,13-05-2025,Home,Kitchen,Hemangini Nair,Delhi,East,Card,26681.44,4,520.83
1379,15-05-2025,Grocery,Beverages,Vedhika Prabhakar,Karnataka,South,UPI,21713.98,5,-4328.47
1380,06-01-2025,Electronics,Mobiles,Yahvi Naik,Karnataka,East,UPI,37220.72,5,768.14
1381,19-11-2024,Electronics,Mobiles,Lajita Varma,UP,East,Card,35569.55,2,3179.34
1382,18-02-2024,Grocery,Snacks,Chakrika Bhatia,Gujarat,East,UPI,49104.42,4,-3739.27
1383,07-07-2024,Grocery,Beverages,Krishna Parikh,Delhi,West,UPI,30905.29,1,3036.95
1384,16-04-2024,Home,Decor,Forum Wagle,UP,North,COD,14919.84,1,-693.51
1385,14-11-2024,Fashion,Women,Raghav Prashad,Tamil Nadu,West,Card,24226.35,4,5109.56
1386,18-05-2024,Grocery,Staples,Kevin Arya,Karnataka,South,Card,11205.67,2,2428.45
1387,11-07-2024,Home,Decor,Nakul Krishna,Tamil Nadu,East,UPI,22779.26,2,4460.3
1388,18-02-2024,Electronics,Accessories,Kala Walla,Maharashtra,South,UPI,2383.43,4,442.57
1389,09-03-2025,Grocery,Staples,Sara Batta,Maharashtra,East,COD,21810.68,1,2941.24
1390,17-05-2024,Fashion,Kids,Samarth Choudhry,Karnataka,North,Card,19340.16,3,-1271.02
1391,29-10-2024,Home,Furniture,Rishi Padmanabhan,Gujarat,West,UPI,20620.16,3,3639.7
1392,24-09-2023,Grocery,Snacks,Ati Thaker,Tamil Nadu,East,UPI,17700.29,4,-1921.43
1393,05-02-2025,Fashion,Women,Xiti Bath,Delhi,East,UPI,48916.36,3,-5283.7
1394,31-05-2024,Fashion,Women,Atharv Raju,Gujarat,South,Card,28330.81,1,4621.78
1395,05-06-2025,Home,Kitchen,Rachita Konda,Delhi,South,Card,42810.09,5,8511.49
1396,05-02-2024,Electronics,Mobiles,Agastya Prabhakar,Tamil Nadu,North,UPI,26411.87,5,-2017.69
1397,10-07-2024,Electronics,Accessories,Yashica Bansal,Delhi,South,Card,46236.89,1,-8982.91
1398,30-01-2024,Electronics,Mobiles,Warhi Samra,UP,West,Card,3045.35,1,-44.21
1399,29-12-2024,Electronics,Laptops,Meera Bahl,Maharashtra,South,Card,41435.08,5,-1993.29
1400,03-11-2023,Grocery,Snacks,Xalak Jain,Tamil Nadu,West,Card,2743.08,5,418
1401,24-08-2025,Electronics,Accessories,Mohini Bassi,Delhi,North,Card,43558.85,3,7049.78
1402,08-01-2025,Electronics,Accessories,Mugdha Dayal,Karnataka,North,UPI,27963.39,2,5445.19
1403,01-03-2024,Grocery,Staples,Vasudha Varkey,Delhi,West,Card,23040.8,4,6875.16
1404,20-09-2023,Electronics,Accessories,Qushi Vig,Maharashtra,North,Card,36619.12,5,1282.98
1405,09-06-2025,Grocery,Beverages,Daniel Majumdar,Gujarat,East,Card,8008.82,2,1058.22
1406,06-12-2024,Home,Kitchen,Henry Goyal,Delhi,East,COD,37506.47,5,-6900.98
